     X (m)          Y (m)        Depth (m)
     40.2629       76.1401      -38.0871 
     42.2730       76.1167      -38.0236 
     44.1928       76.1609      -38.0472 
     48.2506       76.1550      -38.0485 
     50.2540       76.2500      -37.9534 
     52.3050       76.1195      -37.8928 
     54.3270       76.1256      -37.8583 
     72.2211       76.0902      -37.7219 
     76.2021       75.9996      -37.5400 
     32.2638       78.1740      -38.2527 
     34.2611       78.1526      -38.1221 
     54.2185       78.1294      -37.6490 
     56.1746       78.1203      -37.6481 
     60.3300       78.2807      -37.6298 
     66.2740       78.0794      -37.5917 
     70.2458       78.2183      -37.6010 
     28.1843       10.1073      -38.6873 
     32.2963       12.0812      -38.9629 
     24.2080       14.0969      -39.1737 
     28.2559       14.1950      -39.1971 
     32.2448       14.1684      -39.0900 
     12.2523       16.0984      -39.0857 
     14.3182       16.1528      -39.1528 
     18.2368       20.1546      -39.0306 
     14.3123       22.2051      -38.9007 
     70.3068       22.0706      -38.2381 
     72.2660       22.0880      -38.2767 
     74.2226       22.0729      -38.2818 
     86.2870       22.1074      -38.4135 
     88.2665       22.1314      -38.4810 
     26.3136       24.0600      -38.5797 
     38.2742       24.2762      -38.2041 
     68.2559       24.2169      -37.8777 
     70.3600       24.1590      -37.9935 
     82.2281       24.1423      -38.0004 
     88.2479       52.1269      -38.3369 
     66.2534       64.1096      -37.6684 
     42.2953       66.1239      -38.9743 
     48.2399       66.1385      -38.6938 
     74.2758       66.0691      -37.5879 
     20.2931       68.0810      -37.7752 
     52.1600       68.1758      -38.6492 
     64.2985       68.1974      -38.2145 
     78.2628       68.1933      -37.6053 
     86.2551       68.1406      -37.7051 
     90.2579       68.1607      -37.7784 
     10.2648       70.0151      -37.8913 
     34.2519       70.1319      -38.6735 
     42.2317       70.1574      -38.6693 
     54.2833       70.1833      -38.4470 
     56.3294       70.1489      -38.2969 
     58.2159       70.0653      -38.3043 
     60.2051       70.1592      -38.3017 
     66.2511       70.1436      -38.1392 
     68.2445       70.1552      -38.1628 
     72.2308       70.0900      -38.1122 
     80.2670       70.1139      -37.4974 
     90.3291       70.1162      -37.4905 
     50.2294       72.1129      -38.3328 
     56.2935       72.1066      -38.1592 
     58.2428       72.1946      -38.2291 
     72.2618       72.1310      -38.0184 
     36.2501       74.1890      -38.3680 
     38.2148       74.1924      -38.3494 
     42.2360       74.1146      -38.2233 
     50.2468       74.1279      -38.1331 
     60.1979       74.1669      -38.0627 
     62.2938       74.1872      -37.9390 
     70.3019       74.1378      -37.9079 
     74.2336       76.1080      -37.6339 
     30.2766       10.1771      -38.7564 
     32.3256       10.1930      -38.5778 
     20.0967       12.0262      -38.6858 
     28.1678       12.1331      -39.0402 
     14.2843       14.0822      -39.0178 
     18.2345       14.1218      -39.0253 
     10.2770       16.0950      -38.9120 
     10.2154       18.0946      -39.1370 
     24.2604       22.1798      -38.7402 
     26.2082       22.0939      -38.7500 
     74.2355       24.2070      -37.9287 
     76.2687       24.1735      -37.9390 
     78.2844       24.1992      -37.9754 
     26.2904       26.2402      -38.1065 
     42.2372       30.1551      -39.1241 
     88.2479       52.1269      -38.3369 
     90.2460       52.0814      -37.9449 
     90.2196       54.1270      -38.6175 
     32.2726       60.1093      -38.1504 
     30.2874       62.1102      -38.3824 
     32.2041       62.1972      -38.4251 
     38.2318       62.0751      -38.2284 
     52.2281       62.1122      -37.8943 
     56.2619       62.1153      -37.7498 
     20.2841       64.1214      -38.2947 
     36.2530       64.1661      -38.4084 
     86.2660       64.1256      -38.2131 
     16.2033       66.1133      -38.2808 
     44.2436       66.1292      -38.9071 
     46.2683       66.2175      -38.7200 
     58.2361       66.0999      -38.2664 
     82.2367       66.1769      -37.9535 
     90.2846       66.1911      -37.9741 
     10.2430       68.1299      -38.0834 
     18.2448       68.1116      -37.9444 
     44.1814       68.1423      -38.7776 
     48.3365       68.1702      -38.6722 
     56.3032       68.1948      -38.4800 
     60.2321       68.1777      -38.4000 
     82.2562       68.1262      -37.6932 
     88.2724       68.1676      -37.7119 
     22.2206       70.0954      -38.2892 
     40.2458       70.1609      -38.6668 
     46.2691       70.2013      -38.7005 
     52.2348       70.1463      -38.5062 
     70.2469       70.1522      -38.1309 
     42.1480       72.2017      -38.5590 
     54.2822       72.1501      -38.2647 
     64.2309       72.2419      -38.1187 
     36.2501       74.1890      -38.3680 
     58.2394       74.1633      -37.9766 
     16.3604       14.1683      -38.9345 
     16.2554       24.1861      -38.7492 
     80.2382       24.1570      -38.0618 
     28.2662       26.1541      -38.2593 
     44.2300       30.1359      -39.1169 
     52.2650       34.1486      -38.9375 
     84.1991       52.1754      -38.7227 
     86.3122       52.1747      -38.6093 
     76.2798       58.0626      -38.4056 
     30.2141       60.0572      -38.2345 
     38.2578       60.1108      -38.1792 
     28.2613       62.0971      -38.2955 
     50.4010       62.1108      -37.8394 
     70.2710       62.1959      -37.9320 
     72.2760       62.1934      -37.9190 
     10.2545       64.1534      -38.5724 
     14.2944       64.1215      -38.4764 
     22.2651       64.1453      -38.2312 
     24.2754       64.1596      -38.1848 
     68.2611       64.1284      -37.6002 
     80.2643       64.1782      -38.0730 
     84.2767       64.1633      -38.1394 
     12.2392       66.0874      -38.2458 
     14.2387       66.1491      -38.3671 
     78.2294       66.1453      -37.6600 
     80.2859       66.1239      -37.8180 
     84.2892       66.2118      -37.9870 
     88.2565       66.1377      -37.9343 
     40.3180       68.1969      -38.8425 
     42.2651       68.1667      -38.8916 
     50.2618       68.1452      -38.6130 
     84.2658       68.1041      -37.6322 
     62.2462       70.1450      -38.3017 
     34.2705       72.2086      -38.5205 
     40.3301       72.1743      -38.4128 
     46.2907       72.1678      -38.3460 
     48.2825       72.1838      -38.3494 
     12.2206       14.0943      -38.6753 
     60.2877       24.2016      -38.1345 
     66.2171       24.2274      -37.9451 
     38.2506       30.1098      -39.0143 
     48.2217       30.2129      -39.1860 
     30.2474       32.1444      -39.1165 
     40.2910       32.1218      -38.9640 
     46.2639       32.1204      -39.0150 
     48.2290       32.1118      -39.0741 
     54.2827       32.0625      -39.0743 
     60.3089       32.1655      -39.0584 
     62.2711       32.1286      -39.0918 
     16.2811       48.2270      -38.8075 
     20.1935       48.1140      -38.6070 
     78.2562       50.0883      -38.0935 
     88.2796       50.0779      -37.8233 
     86.2739       56.1881      -38.8166 
     14.2521       58.0737      -38.9277 
     48.2021       58.1643      -38.2907 
     62.1889       58.1863      -38.2213 
     76.2798       58.0626      -38.4056 
     16.2214       60.1181      -38.7798 
     74.2847       60.2173      -38.2259 
     84.2718       60.1194      -38.6433 
     86.2777       60.1373      -38.5670 
     88.1929       60.1344      -38.6032 
     90.2494       60.1568      -38.6180 
     12.2158       62.1528      -38.6754 
     18.2300       62.1496      -38.4840 
     34.2119       62.1175      -38.5477 
     54.1788       62.0145      -37.7563 
     66.2938       62.1643      -37.8965 
     74.3025       62.1334      -38.0467 
     76.1862       62.0758      -38.1142 
     78.2420       62.1166      -38.1078 
     86.2871       62.1326      -38.3558 
     88.2277       62.1237      -38.4078 
     90.2959       62.1255      -38.3669 
     16.2617       64.1323      -38.4677 
     18.2781       64.1986      -38.4645 
     68.2611       64.1284      -37.6002 
     72.2658       64.1707      -37.7295 
     78.2804       64.1796      -37.9842 
     80.2643       64.1782      -38.0730 
     82.2490       64.1888      -38.1241 
     88.1855       64.1364      -38.2293 
     90.2572       64.1864      -38.1442 
     10.1911       66.1298      -38.2915 
     18.2776       66.1698      -38.2228 
     24.2247       66.1114      -37.9691 
     76.2653       66.1412      -37.6335 
     86.2447       66.0877      -37.9183 
     88.2565       66.1377      -37.9343 
     80.2819       68.0984      -37.6433 
     36.2608       70.1219      -38.7067 
     44.2274       72.1128      -38.3866 
     46.2907       72.1678      -38.3460 
     40.2768       24.1310      -38.2615 
     52.2621       24.1270      -38.1887 
     62.3216       24.2270      -37.9942 
     66.2541       26.1127      -38.3575 
     90.2091       26.2751      -37.8777 
     10.2794       28.1863      -38.4723 
     18.2765       28.2088      -38.2436 
     20.3332       28.2284      -38.2309 
     46.2647       28.0851      -39.1886 
     54.3269       28.0813      -39.0246 
     32.2920       30.0494      -39.1452 
     34.2245       30.1219      -39.0280 
     40.3164       30.0320      -39.1316 
     46.2968       30.1264      -39.2198 
     50.2404       30.1717      -39.1098 
     52.2819       30.1179      -39.1445 
     56.2114       30.2053      -39.1008 
     64.1879       30.0100      -39.1124 
     28.2145       32.1439      -39.0381 
     32.2698       32.0988      -39.1196 
     34.2682       32.0860      -39.0716 
     36.2484       32.1378      -38.9714 
     42.2353       32.1619      -39.0391 
     50.2675       32.1737      -39.0553 
     54.2827       32.0625      -39.0743 
     56.1759       32.1437      -39.0637 
     60.3089       32.1655      -39.0584 
     70.1934       32.1031      -38.9129 
     10.3784       34.2517      -39.3592 
     12.1522       34.1306      -39.3654 
     30.2972       34.1933      -39.0709 
     40.2486       34.0940      -38.9179 
     58.2596       34.0577      -38.9354 
     62.1943       34.1269      -38.9544 
     74.2912       34.1024      -38.9844 
     30.2939       36.1762      -38.9341 
     34.2560       36.0980      -38.9030 
     52.2813       36.1471      -38.7348 
     42.2774       44.0068      -38.5486 
     84.2913       50.0690      -38.0579 
     88.2796       50.0779      -37.8233 
     74.2269       52.1797      -38.3461 
     76.3000       52.1098      -38.4027 
     78.1909       52.1564      -38.5740 
     80.1806       52.2206      -38.6429 
     82.2553       52.2045      -38.7295 
     84.2612       54.1759      -38.8542 
     86.2892       54.2152      -38.8567 
     88.2694       54.1896      -38.7435 
     72.2341       56.0784      -38.4089 
     74.3196       56.1669      -38.3969 
     80.2565       56.1843      -38.7740 
     84.2580       56.1783      -38.8843 
     88.2600       56.0982      -38.6757 
     90.2355       56.1128      -38.6723 
     14.2521       58.0737      -38.9277 
     20.2312       58.0819      -38.7942 
     24.2739       58.1649      -38.7041 
     26.2642       58.1325      -38.5861 
     28.2377       58.0409      -38.3644 
     40.2146       58.1746      -38.2085 
     48.2021       58.1643      -38.2907 
     64.2657       58.0995      -38.2440 
     88.2658       58.1417      -38.8040 
     90.2302       58.1394      -38.7304 
     54.1186       60.1300      -38.0318 
     58.2922       60.1917      -37.9230 
     60.2369       60.1552      -38.0511 
     62.2296       60.1429      -38.1440 
     68.3062       60.1279      -38.1119 
     78.2264       60.1450      -38.3392 
     82.2550       60.1355      -38.5973 
     86.2777       60.1373      -38.5670 
     10.2036       62.0628      -38.6186 
     16.2304       62.1156      -38.6400 
     26.2713       62.1256      -38.3471 
     34.2119       62.1175      -38.5477 
     58.3542       62.1126      -37.7250 
     60.2015       62.1195      -37.7691 
     64.2530       62.1658      -37.8068 
     68.2813       62.2052      -37.9419 
     82.2574       62.1206      -38.2450 
     84.2779       62.1008      -38.4213 
     12.2516       64.1727      -38.4868 
     26.2276       64.2036      -38.1470 
     28.2754       64.0513      -38.0873 
     30.2924       64.1694      -38.2917 
     32.2435       64.1638      -38.3002 
     34.2284       64.1141      -38.3206 
     70.2559       64.1441      -37.7000 
     74.2703       64.1730      -37.9045 
     76.2727       64.1168      -37.9382 
     78.2804       64.1796      -37.9842 
     20.3096       66.1732      -38.1352 
     24.2247       66.1114      -37.9691 
     12.3027       68.1853      -38.1135 
     38.2553       70.1380      -38.6772 
     42.2516       24.0927      -38.2747 
     54.2523       24.1745      -38.1449 
     62.3216       24.2270      -37.9942 
     64.2475       24.2337      -37.9480 
     32.2551       26.1433      -38.3167 
     38.2760       26.1695      -38.5600 
     66.2541       26.1127      -38.3575 
     70.2643       26.1727      -38.1463 
     74.2309       26.1282      -38.1873 
     20.3332       28.2284      -38.2309 
     22.2786       28.2503      -38.1941 
     36.2648       28.1273      -38.7785 
     38.2240       28.1517      -38.8998 
     40.2698       28.0862      -39.0504 
     46.2647       28.0851      -39.1886 
     48.2513       28.2115      -39.1677 
     50.2235       28.0727      -39.1358 
     52.2576       28.1273      -39.0778 
     64.1811       28.1172      -38.9016 
     30.1703       30.1574      -39.1264 
     34.2245       30.1219      -39.0280 
     54.2784       30.1307      -39.1754 
     58.1972       30.1755      -39.1416 
     62.3075       30.1264      -39.1716 
     66.2873       30.1079      -38.9165 
     68.3236       30.1901      -38.8594 
     12.2870       32.1833      -39.3058 
     26.2697       32.1403      -39.0122 
     34.2682       32.0860      -39.0716 
     42.2353       32.1619      -39.0391 
     44.2470       32.1044      -39.0309 
     64.2277       32.0569      -38.9979 
     66.2410       32.2012      -38.9360 
     74.2431       32.1310      -38.9745 
     78.2856       32.1306      -39.0888 
     80.2532       32.0601      -39.1449 
     18.3342       34.2329      -39.1656 
     28.2748       34.1431      -39.0198 
     36.1825       34.1337      -38.9698 
     38.2367       34.0686      -38.9537 
     40.2486       34.0940      -38.9179 
     42.1875       34.1782      -38.8535 
     44.2948       34.1365      -38.9320 
     48.2263       34.0453      -38.9216 
     50.2443       34.2027      -38.8798 
     54.2072       34.0750      -38.9221 
     64.2357       34.0858      -38.9442 
     68.2717       34.1305      -38.8720 
     70.2090       34.1028      -38.8180 
     80.2810       34.0445      -39.0610 
     84.2767       34.2013      -39.0652 
     32.2410       36.1275      -38.9321 
     34.2560       36.0980      -38.9030 
     40.2510       36.1997      -38.6730 
     42.2323       36.1897      -38.7498 
     44.2751       36.1622      -38.7130 
     48.2198       36.0470      -38.7085 
     52.2813       36.1471      -38.7348 
     54.1790       36.0034      -38.7681 
     62.1607       36.0751      -38.7592 
     64.3242       36.1796      -38.6935 
     86.2485       36.1108      -38.9839 
     14.2814       38.1374      -39.0740 
     44.2534       38.1579      -38.5221 
     46.2347       38.0688      -38.5857 
     44.3678       44.0745      -38.6709 
     54.2356       46.3235      -38.7862 
     58.0466       46.1285      -38.6720 
     60.4790       46.2940      -38.2900 
     64.3313       46.1372      -38.1106 
     12.2508       48.1582      -38.6856 
     14.2013       48.2449      -38.7100 
     62.3069       48.2363      -38.6291 
     64.1245       48.1994      -38.4531 
     66.2275       48.2438      -38.2676 
     68.1682       48.1745      -38.0760 
     14.1389       50.2342      -39.0761 
     16.1911       50.1328      -38.9166 
     18.2954       50.1972      -38.8852 
     66.2347       50.2363      -38.5034 
     68.2889       50.1402      -38.3810 
     70.3145       50.2117      -38.2359 
     74.1672       50.2502      -38.1298 
     76.3376       50.0238      -38.0053 
     80.1551       50.1164      -38.1419 
     12.3109       52.1790      -39.2326 
     18.3096       52.2034      -39.0520 
     68.3208       52.1527      -38.6072 
     72.2216       52.0700      -38.3854 
     16.2996       54.1776      -39.0322 
     60.3034       54.1022      -38.6064 
     72.2410       54.0844      -38.4640 
     74.2516       54.1619      -38.4418 
     76.3047       54.1325      -38.5509 
     78.2630       54.1136      -38.6214 
     82.2494       54.1793      -38.8014 
     12.2441       56.0886      -39.0785 
     16.2856       56.1264      -38.9512 
     18.2438       56.1589      -38.9953 
     22.3045       56.1108      -38.9260 
     28.2690       56.0986      -38.5883 
     34.2147       56.0881      -38.4395 
     46.2757       56.1193      -38.4664 
     52.3206       56.1292      -38.3584 
     68.3119       56.1643      -38.4786 
     78.1703       56.1263      -38.6004 
     10.3297       58.1819      -39.0435 
     12.1562       58.1422      -38.9783 
     16.3159       58.1126      -38.8470 
     30.2813       58.1495      -38.3892 
     36.2238       58.1311      -38.1321 
     38.2892       58.1432      -38.1966 
     42.1870       58.1952      -38.2960 
     44.3062       58.1679      -38.2889 
     52.3092       58.1252      -38.2210 
     54.2552       58.1227      -38.1470 
     58.3246       58.2161      -38.2068 
     60.3024       58.1627      -38.2015 
     68.2460       58.1556      -38.2868 
     70.2498       58.1344      -38.3016 
     72.2238       58.0769      -38.3108 
     74.3680       58.1498      -38.3051 
     78.2721       58.1234      -38.4954 
     82.2579       58.1354      -38.6696 
     86.3082       58.1167      -38.7446 
     10.3014       60.1172      -38.8073 
     12.2697       60.1642      -38.8302 
     14.2607       60.0794      -38.7892 
     22.2843       60.1454      -38.6333 
     24.2427       60.1121      -38.5394 
     26.2321       60.1111      -38.4877 
     28.1935       60.1763      -38.3702 
     40.2569       60.1334      -38.1062 
     42.2876       60.0708      -38.0264 
     52.3376       60.1742      -38.0076 
     56.2656       60.1817      -37.9549 
     64.2749       60.1404      -38.0867 
     66.2563       60.1920      -38.1604 
     70.2396       60.1208      -38.0755 
     76.2080       60.0585      -38.2895 
     80.1979       60.1305      -38.4537 
     14.2767       62.1157      -38.6334 
     20.2678       62.1270      -38.5136 
     22.2822       62.1358      -38.3448 
     24.3110       62.1773      -38.4104 
     36.2621       62.1764      -38.4475 
     80.2873       62.1586      -38.2527 
     22.2552       66.1550      -38.0381 
     14.2617       68.1902      -38.0649 
     16.2171       68.1421      -38.0055 
     44.2441       24.1558      -38.2641 
     46.2696       24.1107      -38.3565 
     56.2926       24.1778      -38.1573 
     58.1727       24.1427      -38.1906 
     30.2654       26.1399      -38.2864 
     42.2825       26.0947      -38.7497 
     44.2641       26.1121      -38.8848 
     46.2547       26.0846      -38.8523 
     50.2701       26.0877      -38.8095 
     68.2734       26.1416      -38.1572 
     72.2199       26.1105      -38.1762 
     12.3519       28.1810      -38.4625 
     14.1754       28.1194      -38.3328 
     24.2683       28.1664      -38.3069 
     30.2578       28.1564      -38.7310 
     34.2556       28.1524      -38.8032 
     42.2788       28.1162      -39.0626 
     44.2282       28.0949      -39.2575 
     56.2167       28.1249      -39.0837 
     58.2264       28.1269      -39.0889 
     60.3007       28.1346      -39.0262 
     62.3280       28.1671      -38.9280 
     66.2168       28.1005      -38.7283 
     70.2828       28.1834      -38.5849 
     72.1907       28.1166      -38.5604 
     76.2631       28.1133      -38.7017 
     78.2733       28.0972      -38.8143 
     16.2334       30.1310      -38.7084 
     24.2596       30.0920      -38.6496 
     28.2267       30.1145      -38.9473 
     36.2702       30.1072      -39.0014 
     60.3012       30.1695      -39.1330 
     70.2259       30.1513      -38.8542 
     72.2452       30.1138      -38.8052 
     74.2805       30.1434      -38.9280 
     76.2514       30.0741      -38.9331 
     80.2269       30.1127      -39.0643 
     82.2827       30.0810      -39.1229 
     84.3152       30.1768      -39.0782 
     86.2421       30.1132      -38.9694 
     10.3279       32.1403      -39.3448 
     16.2950       32.1070      -39.0774 
     20.2509       32.0781      -38.9064 
     22.2758       32.1054      -38.8990 
     24.2907       32.0701      -38.9234 
     38.2673       32.0931      -39.0053 
     58.3288       32.1276      -39.0474 
     68.3065       32.1535      -38.9447 
     72.1886       32.1344      -38.9183 
     76.2919       32.1720      -38.9881 
     82.3140       32.1121      -39.1360 
     84.2743       32.1646      -39.2091 
     86.1907       32.1180      -39.1584 
     88.2131       32.1590      -39.0720 
     90.2889       32.1518      -38.9478 
     14.1952       34.1037      -39.3310 
     16.2799       34.1093      -39.2497 
     20.2050       34.0225      -39.0842 
     22.2386       34.1244      -39.0075 
     26.1967       34.1786      -39.0577 
     32.2806       34.1294      -38.9961 
     34.2959       34.1022      -38.9902 
     46.3074       34.0528      -38.8986 
     56.2124       34.0108      -38.9143 
     60.3258       34.2076      -38.8775 
     76.2402       34.1092      -38.9798 
     78.2423       34.1119      -39.1081 
     82.3318       34.1714      -39.1050 
     86.2553       34.1426      -39.0294 
     88.2329       34.1834      -39.0709 
     12.1343       36.1315      -39.2527 
     14.2331       36.0871      -39.2851 
     16.2641       36.1180      -39.1871 
     18.2643       36.2211      -39.0967 
     26.1896       36.1900      -38.9960 
     28.2933       36.1405      -38.9493 
     36.2504       36.1178      -38.8510 
     38.2674       36.1084      -38.7826 
     46.2580       36.0838      -38.7212 
     50.2589       36.1972      -38.6916 
     56.2388       36.0315      -38.7595 
     58.3023       36.0637      -38.7844 
     60.3374       36.1809      -38.7263 
     66.2974       36.2132      -38.7004 
     68.2499       36.1275      -38.6745 
     70.2352       36.0562      -38.7107 
     72.2387       36.1471      -38.7326 
     74.2546       36.1242      -38.7791 
     76.2978       36.0667      -38.8138 
     78.2235       36.1938      -38.8750 
     88.2784       36.2269      -38.9279 
     90.2602       36.1115      -38.9174 
     10.2977       38.1871      -39.2000 
     12.1721       38.1484      -39.1323 
     16.2975       38.0666      -39.0426 
     20.2594       38.2647      -38.9540 
     26.2277       38.1850      -38.8930 
     28.2821       38.1867      -38.8355 
     30.2651       38.1588      -38.7904 
     32.2822       38.1708      -38.7045 
     34.2809       38.1241      -38.7527 
     36.2598       38.0890      -38.7167 
     38.3166       38.1154      -38.6161 
     40.2331       38.1788      -38.5677 
     48.2903       38.0459      -38.5931 
     52.2467       38.0938      -38.5698 
     58.3445       38.0710      -38.5187 
     68.1787       38.0969      -38.5472 
     74.3050       38.0810      -38.6233 
     80.2671       38.0120      -38.7207 
     88.2655       38.1733      -38.7841 
     14.2559       40.1172      -39.0057 
     30.2394       40.1561      -38.6608 
     46.2059       44.0927      -38.5372 
     48.2421       44.2153      -38.4933 
     26.3419       45.9647      -38.3785 
     30.4924       45.9685      -38.6752 
     50.1800       46.1604      -38.8568 
     52.2448       46.2202      -38.7986 
     56.3301       46.2157      -38.5418 
     62.2894       46.0580      -38.0545 
     66.2280       46.1801      -38.0152 
     74.0357       46.1538      -38.0733 
     76.3186       46.1017      -38.0555 
     10.2707       48.2201      -38.6618 
     22.3010       48.0948      -38.5267 
     26.2549       48.2675      -38.7779 
     28.2734       48.1633      -38.7380 
     30.3319       48.1000      -38.9006 
     70.2945       48.1663      -37.9815 
     72.2884       48.1147      -37.8083 
     78.3222       48.0914      -37.8194 
     80.2354       48.0573      -37.8363 
     10.2957       50.2448      -39.1363 
     22.2281       50.0852      -38.8517 
     24.3087       50.1283      -38.7950 
     26.2938       50.1173      -38.8135 
     60.2676       50.1785      -38.7788 
     62.3322       50.1683      -38.7621 
     64.2022       50.1647      -38.6619 
     72.2624       50.0606      -38.1238 
     90.2968       50.1481      -37.7620 
     20.2196       52.1610      -39.0249 
     22.2358       52.1563      -39.0251 
     24.2831       52.1497      -38.8800 
     62.2929       52.1844      -38.8148 
     70.2362       52.1436      -38.4832 
     14.2343       54.0918      -39.1214 
     18.2721       54.1837      -38.9778 
     20.2198       54.1092      -39.0073 
     30.2359       54.1351      -38.6724 
     34.2450       54.1208      -38.6082 
     36.2379       54.1737      -38.4949 
     46.2557       54.1289      -38.6665 
     64.2100       54.1505      -38.5976 
     66.2506       54.1915      -38.6193 
     68.2722       54.1502      -38.5170 
     10.3235       56.1819      -39.1665 
     14.2396       56.0650      -38.9950 
     24.3092       56.1492      -38.7939 
     26.2510       56.2496      -38.7638 
     30.2498       56.1097      -38.4452 
     38.2453       56.1790      -38.3076 
     40.2283       56.1562      -38.4167 
     48.2333       56.1407      -38.4196 
     50.2177       56.0488      -38.3722 
     56.2063       56.1569      -38.3957 
     60.3114       56.1464      -38.3600 
     66.2810       56.1333      -38.5143 
     70.2148       56.1313      -38.4455 
     76.3000       56.1497      -38.5016 
     82.2933       56.1864      -38.8241 
     18.1766       58.1693      -38.8685 
     32.2898       58.2012      -38.2379 
     46.2030       58.0981      -38.3390 
     56.2029       58.1545      -38.1400 
     66.2930       58.1616      -38.3308 
     80.2654       58.1399      -38.6260 
     84.2494       58.1757      -38.7394 
     18.2616       60.1365      -38.6736 
     20.2537       60.1203      -38.6937 
     44.2877       60.0982      -37.9967 
     46.1992       60.1327      -38.0691 
     50.2516       60.1488      -37.9851 
     62.2232       62.0719      -37.7546 
     48.2971       24.1753      -38.2716 
     50.2449       24.1856      -38.2677 
     34.2994       26.2156      -38.4013 
     36.2670       26.2089      -38.3823 
     40.2555       26.1053      -38.6946 
     48.2773       26.1348      -38.9050 
     52.2606       26.1020      -38.7134 
     54.3244       26.1026      -38.6248 
     58.2286       26.0808      -38.6440 
     60.2550       26.0973      -38.5726 
     62.3131       26.1353      -38.4653 
     64.2592       26.2265      -38.4399 
     76.3056       26.1146      -38.2900 
     78.2757       26.1214      -38.3925 
     80.2528       26.1528      -38.3508 
     82.2682       26.0907      -38.2613 
     84.3045       26.1167      -38.1310 
     86.3189       26.1961      -38.1117 
     16.1804       28.1309      -38.2768 
     26.2981       28.1362      -38.4432 
     28.2415       28.0553      -38.5988 
     68.2719       28.1915      -38.6021 
     74.2596       28.1041      -38.6309 
     80.2376       28.1226      -38.8208 
     86.2325       28.1670      -38.6000 
     88.2144       28.1036      -38.4169 
     90.2208       28.1069      -38.2900 
     14.1554       30.1601      -38.8704 
     20.3237       30.1388      -38.5241 
     22.2392       30.1306      -38.5558 
     26.2410       30.1851      -38.7758 
     78.2192       30.1218      -39.0779 
     88.2135       30.1141      -38.8633 
     90.2748       30.1202      -38.7416 
     14.1845       32.1019      -39.2864 
     18.3180       32.1674      -38.9862 
     24.2755       34.1102      -39.0137 
     90.2546       34.1142      -38.9965 
     10.3942       36.1742      -39.3065 
     20.2266       36.1017      -39.1019 
     22.3194       36.2664      -38.9966 
     24.3009       36.1314      -39.0255 
     80.2466       36.0523      -38.8893 
     82.3390       36.2267      -38.9496 
     84.2017       36.1994      -38.9551 
     18.2701       38.1467      -39.0053 
     42.1987       38.1439      -38.5180 
     50.2842       38.2436      -38.5348 
     54.1785       38.0186      -38.6117 
     56.3275       38.0941      -38.6066 
     60.2648       38.1569      -38.5929 
     62.2273       38.0581      -38.5523 
     64.2576       38.1811      -38.5720 
     66.3378       38.1269      -38.5829 
     72.3099       38.1390      -38.6107 
     76.2770       38.0712      -38.6576 
     82.3103       38.2599      -38.7553 
     84.1905       38.1005      -38.8458 
     86.2064       38.1594      -38.8347 
     10.1694       40.1669      -39.0316 
     12.1663       40.1485      -39.0408 
     16.3701       40.1062      -38.9111 
     18.2088       40.1323      -38.8388 
     24.1812       40.1480      -38.7865 
     26.2276       40.1365      -38.7589 
     28.2304       40.1513      -38.7294 
     34.2538       40.1184      -38.5910 
     36.2475       40.0745      -38.6053 
     38.2999       40.1029      -38.5548 
     40.1986       40.1830      -38.4358 
     44.3079       40.1302      -38.3906 
     48.2787       40.1103      -38.4120 
     50.3033       40.2290      -38.4342 
     54.1673       40.0601      -38.4098 
     56.2664       40.0747      -38.3414 
     60.1581       40.1122      -38.4194 
     62.2098       40.1262      -38.4258 
     68.1959       40.0686      -38.4073 
     76.2292       40.0896      -38.4948 
     82.2520       40.2274      -38.6111 
     84.2575       40.0988      -38.6944 
     88.2590       40.1279      -38.6465 
     90.2182       40.1539      -38.6907 
     16.3077       42.1464      -38.7486 
     32.2676       42.1216      -38.4760 
     40.1882       42.1098      -38.2710 
     52.1070       42.1074      -38.2812 
     54.2409       42.1193      -38.2197 
     36.3770       44.0941      -38.4444 
     38.2220       43.9738      -38.3609 
     40.2498       44.0822      -38.3405 
     50.2317       44.0849      -38.5333 
     54.3875       44.2757      -38.5523 
     10.1974       46.2549      -38.5950 
     72.3183       44.1549      -38.1478 
     74.0891       44.1451      -38.1754 
     76.4438       44.1799      -38.2389 
     82.2608       44.2391      -38.3575 
     84.2440       44.1372      -38.3062 
     90.2154       44.1848      -38.3967 
     40.2889       46.2113      -38.7423 
     46.2944       46.1722      -39.0284 
     48.2901       46.2013      -38.9702 
     18.2188       48.1648      -38.5505 
     24.2101       48.1354      -38.4815 
     36.2897       48.2401      -38.8222 
     40.2949       48.1481      -38.9026 
     50.1687       48.1033      -39.0027 
     58.1120       48.1746      -38.8462 
     60.2658       48.1893      -38.6815 
     82.1984       48.1421      -37.8805 
     84.2894       48.1051      -37.8443 
     12.3223       50.1996      -39.1065 
     34.2942       50.1967      -38.8875 
     36.2274       50.2035      -38.8542 
     38.2235       50.1661      -38.7787 
     40.3082       50.1139      -38.9243 
     42.1773       50.1978      -39.0600 
     44.2520       50.1824      -39.0460 
     50.1862       50.1339      -38.9607 
     52.2478       50.1785      -38.8479 
     54.3096       50.2764      -38.8255 
     58.2072       50.2100      -38.8462 
     10.3226       52.1139      -39.3714 
     14.2120       52.1384      -39.1319 
     26.2551       52.0767      -38.8514 
     28.2429       52.1947      -38.7898 
     34.2826       52.1581      -38.7814 
     40.2890       52.1559      -38.8095 
